법안코드,법안명,제안자,접수일자,prediction
PRC_K2X1R0S1H0H8H1L0G3R6U0M9H7I0W6,개인정보 보호법 일부개정법률안(안규백의원등11인),안규백,2021-01-15,0.046484504
PRC_F2W0V1F1B2I0R1B1I0Z5H4O0X7G3H6,국민연금법 일부개정법률안(정춘숙의원등10인),정춘숙,2021-01-15,0.2336158
PRC_F2G1M0Y1A1R5B1I0I5G1T0Q8O6P1I1,교통안전법 일부개정법률안(김용판의원 등 16인),김용판,2021-01-15,0.08669338
PRC_P2N1U0J1L0M8T1V7T3H6G0E8T4P8A4,소년법 일부개정법률안(이규민의원등11인),이규민,2021-01-15,0.10386066
PRC_Z2H1R0I1G1L5Q1Y0G0R8S3E1M3G8C9,인사청문회법 일부개정법률안(이종배의원 등 10인),이종배,2021-01-15,0.011608189
PRC_B2Q1H0R1S1R1G1Q5Z3H2D1B5F8N5L5,의료법 일부개정법률안(김성주의원등18인),김성주,2021-01-15,0.21882509
PRC_Y2H1I0V1C1T4J1L3O5Z5V1F7O4C3D3,소상공인 보호 및 지원에 관한 법률 일부개정법률안(강훈식의원 등 15인),강훈식,2021-01-15,0.18432944
PRC_L2I1S0Q1B1J5R0P9V1D3S3C7N3T7H6,지방재정법 일부개정법률안(소병훈의원 등 12인),소병훈,2021-01-15,0.28261408
PRC_Z2Y1D0F1B0O7M1P7A3W8M1I6S9H8C5,국세기본법 일부개정법률안(기동민의원등10인),기동민,2021-01-14,0.4398378
PRC_M2X1E0T1U1V1C1N0W0X5S2X7D1C7J0,사관학교 설치법 일부개정법률안(기동민의원등10인),기동민,2021-01-14,0.30274367
PRC_K2B1I0Y1D1Z2X1J3Y3U0X0H6Z1C8O4,교육환경 보호에 관한 법률 일부개정법률안(한준호의원등10인),한준호,2021-01-14,0.26313728
PRC_E2D0R1M2Q3G0R1M1N4S2L2S5R9S8N9,가정폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안(정청래의원 등 10인),정청래,2021-01-14,0.24585831
PRC_A2B0K1A2F1O0E1M3G5Y6O1E1I0C4B0,정보통신공사업법 일부개정법률안(홍정민의원등11인),홍정민,2021-01-14,0.24869017
PRC_X2F1M0A1P1K4Y1I8R0Y2C1U8J3C4I9,북한이탈주민의 보호 및 정착지원에 관한 법률 일부개정법률안(김영주의원 등 10인),김영주,2021-01-14,0.15348597
PRC_B2T1U0G1E0R7N1B3W4D4G5K4Y2U6J3,한국주택금융공사법 일부개정법률안(정성호의원등11인),정성호,2021-01-14,0.16826569
PRC_D2V1W0Z1I1O2F1J0S3H8L5J0V9X4R2,지방자치법 일부개정법률안(한병도의원 등 12인),한병도,2021-01-14,0.29640484
PRC_J2Q1R0Y1I1D4F1R7G2J3P3N8J9Q2R9,농업협동조합법 일부개정법률안(윤재갑의원 등 10인),윤재갑,2021-01-14,0.605389
PRC_S2Q0Z1U1R1L7E1Z5S4K4V1N7I8U4Z3,청원산림보호직원 배치에 관한 법률 일부개정법률안(윤영찬의원 등 10인),윤영찬,2021-01-14,0.10085175
PRC_F2V1M0K1Q1U1E1L0D2V6H3F9U7J4R4,하도급거래 공정화에 관한 법률 일부개정법률안(이정문의원등16인),이정문,2021-01-14,0.052813902
PRC_W2A1E0O1Y0A7F1P6X0U6Y0F8W8R7B7,정당법 일부개정법률안(이해식의원등12인),이해식,2021-01-14,0.073163666
PRC_G2I1C0A1W1I4M1P6B3H6A2K8V2X6D8,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(이해식의원 등 11인),이해식,2021-01-14,0.059228543
PRC_W2G1T0U1C0T5G0H9K3M7G0H9N3B3J1,국민건강보험법 일부개정법률안(권인숙의원 등 12인),권인숙,2021-01-14,0.23659222
PRC_H2C1N0O1W0R5Y0K9B3K7W3N9V3M2D6,약사법 일부개정법률안(권인숙의원등11인),권인숙,2021-01-14,0.40396374
PRC_V2A1S0O1T0G5J0B9J3T6T3K0J1W9B6,의료법 일부개정법률안(권인숙의원등12인),권인숙,2021-01-14,0.19858088
PRC_P2V0N1C2X0W8Z1L4Q5Y4E3W6W4Y4M5,새마을금고법 일부개정법률안(이형석의원등10인),이형석,2021-01-14,0.21524194
PRC_Z2X0U1A2A0G8A1N4F5G3C3H4J7U2U4,신용협동조합법 일부개정법률안(이형석의원등10인),이형석,2021-01-14,0.08212246
PRC_Z2B1D0V1J1P4S0X9B0T9A2Q0R1P6T4,소상공인기본법 일부개정법률안(최승재의원 등 16인),최승재,2021-01-14,0.12608443
PRC_T2L1M0Z1M0J5H0W9H3C8P0P8U9H1U2,의료기기법 일부개정법률안(권인숙의원등11인),권인숙,2021-01-14,0.52634406
PRC_K2L0M1M1Z2V0A1U1Q0E9R4P5W7L7R4,의료기기법 일부개정법률안(정춘숙의원등10인),정춘숙,2021-01-14,0.31149393
PRC_D2S0A1R2D3J0G1B8V4F5Z3T4I0Y2H4,공직선거법 일부개정법률안(송영길의원 등 19인),송영길,2021-01-14,0.05503629
PRC_Z2I1X0M1L1O1Z1B4R0H7Y1R6H8W2Y9,자본시장과 금융투자업에 관한 법률 일부개정법률안(이정문의원등10인),이정문,2021-01-14,0.26860118
PRC_R2H1C0K1X1U2Q1J7F1H6W1C9K4T4D6,채무자 회생 및 파산에 관한 법률 일부개정법률안(이수진의원등27인),이수진,2021-01-14,0.28214303
PRC_A2I1V0T1K1W2Y1K6E4J1T3J1M9J5Y9,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(이용호의원등11인),이용호,2021-01-14,0.2328944
PRC_S2X1M0E1Q1F4F1T1H5M0R2H5H1P3J5,여객자동차 운수사업법 일부개정법률안(김교흥의원 등 10인),김교흥,2021-01-14,0.26486853
PRC_U2P0M1B1S2L4O1X3W0Y7T0C3M3E8E4,용산공원 조성 특별법 일부개정법률안(진선미의원 등 10인),진선미,2021-01-14,0.32924017
PRC_F2B0V1A2D1N4U1C4K1I7G2S4S4I8J6,남북 인도적 협력에 관한 법률안(안민석의원 등 19인),안민석,2021-01-14,0.010838613
PRC_I2W1H0O1M1Z4L1D1Y4E2Z1U6S0T5P4,어린이 식생활안전관리 특별법 일부개정법률안(조명희의원 등 31인),조명희,2021-01-14,0.042622592
PRC_V2V1A0R1I1Z4W1E1Q3R8U3F1S2Y0A5,감염병의 예방 및 관리에 관한 법률 일부개정법률안(조명희의원 등 31인),조명희,2021-01-14,0.12856178
PRC_P2E1S0R1F0T8B1V6Z2W9P1X1B2Z7C7,강제실종으로부터 모든 사람을 보호하기 위한 법률안(전용기의원 등 10인),전용기,2021-01-14,0.08019264
PRC_Z2W1T0N1E1N4W1R1S1Q6H0E3N8F7R0,건설산업기본법 일부개정법률안(송언석의원 등 10인),송언석,2021-01-14,0.083959326
PRC_G2O1V0F1J0E8N1U1X1X9G2H8W9H2F1,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(송기헌의원등20인),송기헌,2021-01-14,0.099241756
PRC_Q2P1A0G1D1G4D1F1T0X1X2P7M3U6X1,국가규제개혁위원회의 설치 및 운영에 관한 법률안(김선교의원 등 10인),김선교,2021-01-14,0.031492528
PRC_E2A0D1M2L2P9Z1L7U4Q3F2P5H4C4E9,모자보건법 일부개정법률안(남인순의원 등 10인),남인순,2021-01-14,0.22000322
PRC_Z2Q1W0I1W1G1C1Q5L3H3N0J4I9G0O2,의료법 일부개정법률안(김성주의원등18인),김성주,2021-01-14,0.20409104
PRC_T2T1E0F1T1D1O1W5U3F3V5X5Q3X7F9,의료법 일부개정법률안(김성주의원등17인),김성주,2021-01-14,0.08881113
PRC_R2P1O0T1L0I8E1B1F1J7B1M4Y9W5W9,노인복지법 일부개정법률안(송기헌의원등23인),송기헌,2021-01-14,0.27469122
PRC_L2R1K0W1V1K4C1G0B2U2G5O1V4A1P5,문화재보호법 일부개정법률안(정점식의원 등 10인),정점식,2021-01-14,0.502682
PRC_V2Q1L0I1H1A4J1D0D1E4X0P3E5P9T9,국가과학기술자문회의법 일부개정법률안(허은아의원 등 10인),허은아,2021-01-14,0.18341173
PRC_Z2C1D0X1M1G4C1G0E0C6L0D3C9E5H1,자원봉사활동 기본법 일부개정법률안(이종성의원 등 10인),이종성,2021-01-14,0.12645315
PRC_J2N1J0K1E1N4Q0Z9E3D4S5O3C9X3M5,담배사업법 일부개정법률안(김선교의원 등 10인),김선교,2021-01-14,0.116120115
PRC_N2B1Q0U1L0R5G1T8T1K5Y2V9W4R7D9,고엽제후유의증 등 환자지원 및 단체설립에 관한 법률 일부개정법률안(홍성국의원등10인),홍성국,2021-01-14,0.057709
PRC_Y2O1V0G1M0S5T1V5G5I0F0V2N0S1B0,대중문화예술산업발전법 일부개정법률안(유정주의원 등 10인),유정주,2021-01-13,0.33365014
PRC_S2S1Z0D1R1K3K1B8W0P9Q5V2I3M6Z5,감염병의 예방 및 관리에 관한 법률 일부개정법률안(조명희의원 등 34인),조명희,2021-01-13,0.12515454
PRC_P2E1V0C1K1E3S1S8R0V3W4V8T3Q7L3,모자보건법 일부개정법률안(조명희의원 등 31인),조명희,2021-01-13,0.098747395
PRC_X2L1D0M1O0Q6U1E4P2A0J5A1A1Y2L8,재난 및 안전관리 기본법 일부개정법률안(권칠승의원등17인),권칠승,2021-01-13,0.2365023
PRC_M2W1V0P1F0M7I1V7J1S1U1Y9Y2G3W1,중견기업 성장촉진 및 경쟁력 강화에 관한 특별법 일부개정법률안(이규민의원등11인),이규민,2021-01-13,0.19402534
PRC_M2R1N0K1U1S3D1L7D4I1Y4P9O3N4O3,고등교육법 일부개정법률안(윤두현의원 등 14인),윤두현,2021-01-13,0.11173552
PRC_U2L1V0U1U1V3C1Q7C2I6M1V0N8T9E6,교육관련기관의 정보공개에 관한 특례법 일부개정법률안(태영호의원 등 10인),태영호,2021-01-13,0.077911876
PRC_X2S1Z0X1U1P3C1D7O2G1O0Y6Q5S4L6,부정청탁 및 금품등 수수의 금지에 관한 법률 일부개정법률안(정희용의원 등 10인),정희용,2021-01-13,0.03914746
PRC_P2B0B1F2G1W5C1K5B0L9L2L0O9E4E4,정치자금법 일부개정법률안(김병욱의원 등 14인),김병욱,2021-01-13,0.14454924
PRC_K2P1C0C1R1H3Y1Q6U3Z4W3R0J7G2P3,부정청탁 및 금품등 수수의 금지에 관한 법률 일부개정법률안(최형두의원 등 13인),최형두,2021-01-13,0.029263468
PRC_Z2Q0V0T9P0F9I1A6E5N5Z5I6O8H7E3,산업안전보건법 일부개정법률안(박대수의원등10인),박대수,2021-01-13,0.04014405
PRC_C2M1O0U1B1E3I1Q6G2I1F2C6C4W0K7,공직선거법 일부개정법률안(최형두의원 등 12인),최형두,2021-01-13,0.016084956
PRC_Y2R1H0Q1H1L3A1Z1F2R6M5S1J0J0F2,위험물안전관리법 일부개정법률안(기동민의원등11인),기동민,2021-01-13,0.22961253
PRC_R2R1Y0W1C0N6C1Q6X0C1V0Y6W8Q8V9,필수노동자 보호 및 지원법안(이해식의원등10인),이해식,2021-01-13,0.12588573
PRC_A2M1B0H1Z1Y3O1I4M2N9L2S0E3V6C8,의료 해외진출 및 외국인환자 유치 지원에 관한 법률 일부개정법률안(이종성의원 등 10인),이종성,2021-01-13,0.07849236
PRC_P2O1Z0O1D1S3D1T4V1T6B1N5H4Y2T2,의료기기법 일부개정법률안(서정숙의원 등 10인),서정숙,2021-01-13,0.096703395
PRC_B2O0P1H2N2B2Q1C4O2B7T1C2C3Y5Q3,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(김정재의원등10인),김정재,2021-01-13,0.047338534
PRC_G2N1Q0V1L1F3T1P4U1B4I5O4X2V7Q3,교통사고처리 특례법 일부개정법률안(이종배의원 등 10인),이종배,2021-01-13,0.08262174
PRC_J2J1L0G1A1J3M1H4Q1V3C3U8W7D9U3,감염병의 예방 및 관리에 관한 법률 일부개정법률안(박수영의원 등 10인),박수영,2021-01-13,0.13274011
PRC_Q2L1V0E1Z0F6Z1X6A0R2K1A0V1Z8A7,도로교통법 일부개정법률안(이해식의원 등 11인),이해식,2021-01-13,0.3840143
PRC_K2A1O0Y1H1D3X1P3C4T9C4C0J9P1K1,조세특례제한법 일부개정법률안(송언석의원 등 10인),송언석,2021-01-13,0.14294608
PRC_N2W0L1N2V2I9N1E0Q2A8Y2P5Z6D7E2,공공주택 특별법 일부개정법률안(김회재의원등13인),김회재,2021-01-13,0.1442751
PRC_D2N1M0O1W1L3I1Q1X0A1Q0R8S6A2N4,군인의 지위 및 복무에 관한 기본법 일부개정법률안(강대식의원 등 14인),강대식,2021-01-13,0.12404703
PRC_W2G1X0Q1A0T5K1V3E5A1Y5Q9W8E1T5,산업안전보건법 일부개정법률안(안호영의원등11인),안호영,2021-01-13,0.5983248
PRC_V2G1Z0S1L0Q7Q1R5W3G6K4Q1X0F0Y1,근로기준법 일부개정법률안(안호영의원등13인),안호영,2021-01-13,0.06224649
PRC_F2Z1G0G1Q0T4Q1X5L0R9W5Q1F9B6U0,공직선거법 일부개정법률안(이용호의원 등 10인),이용호,2021-01-12,0.1406541
PRC_D2F0E1J2J1M6O1V0M3Q6H1Z2Q3B5F7,공직선거법 일부개정법률안(황보승희의원등12인),황보승희,2021-01-12,0.03368234
PRC_E2U1T0Z1J1X2S1U7V3V5B4R9D5G4D1,5·18민주유공자예우에 관한 법률 일부개정법률안(이용빈의원 등 15인),이용빈,2021-01-12,0.07086557
PRC_I2V0K1S2W2Y9O1M8P5A7N0F2L1B9G8,정치자금법 일부개정법률안(장경태의원 등 12인),장경태,2021-01-12,0.4188385
PRC_Y2W0O1J2Y3T0X1U8G2H1S1W9B8T5E3,주거급여법 일부개정법률안(심상정의원등12인),심상정,2021-01-12,0.4113735
PRC_O2W1Z0F1H1J2E1A6E1Q3O4L0Q2K0Y9,기부금품의 모집 및 사용에 관한 법률 일부개정법률안(진선미의원 등 10인),진선미,2021-01-12,0.18722461
PRC_G2X1T0U1L1A2T1X6G1L3K2R0Z3W8P2,주택법 일부개정법률안(하태경의원 등 11인),하태경,2021-01-12,0.084186666
PRC_B2E1Q0Q1L1N2L1S6Z0C2H3S2F6G9B7,수산업협동조합법 일부개정법률안(안병길의원 등 10인),안병길,2021-01-12,0.24348247
PRC_A2H1M0D1C1Y2X1N5M5S8C5R7B2R3P8,도로교통법 일부개정법률안(진선미의원 등 10인),진선미,2021-01-12,0.42342064
PRC_O2K1I0P1Y1B2X1R5T3F1J4Z9Y1X0V0,아동복지법 일부개정법률안(진선미의원 등 10인),진선미,2021-01-12,0.13631526
PRC_O2V1I0U1M0D5Q1O0D0W7H0Y3G9G3M4,위치정보의 보호 및 이용 등에 관한 법률 일부개정법률안(서범수의원 등 13인),서범수,2021-01-12,0.08192296
PRC_R2B0Q1L2X1S7K1Q5P4W1Y2O3S1A2G7,한국중소기업유통공사법안(이동주의원등19인),이동주,2021-01-12,0.054657333
PRC_O2C1G0I1J0H4W1C5O0J2T1D3A6B9W3,공항소음 방지 및 소음대책지역 지원에 관한 법률 일부개정법률안(김정호의원등13인),김정호,2021-01-12,0.3555717
PRC_U2W1G0Q1J0R4I1L5O0T3U3C3A9X5X7,군용비행장·군사격장 소음 방지 및 피해 보상에 관한 법률 일부개정법률안(김정호의원 등 14인),김정호,2021-01-12,0.18809663
PRC_U2B1V0U1P1Y1V0B9Y3Y5T1M8T9V1K6,산업집적활성화 및 공장설립에 관한 법률 일부개정법률안(이소영의원등13인),이소영,2021-01-12,0.08883509
PRC_B2B1Z0G1L1V2V1W4V5G2Q0B3Y1W6J7,부정청탁 및 금품등 수수의 금지에 관한 법률 일부개정법률안(김성원의원 등 10인),김성원,2021-01-12,0.03833411
PRC_N2S1T0H1U0M4K1P5D0I5E3S6Y8T7A4,부담금관리 기본법 일부개정법률안(김정호의원등14인),김정호,2021-01-12,0.15252239
PRC_F2H1J0X1Y1W2T1J4D1P8J2J3E6F6R4,산지관리법 일부개정법률안(성일종의원 등 10인),성일종,2021-01-12,0.08646879
PRC_I2F1V0E1A1K2M1T3R5H8V0A6O6X6B3,병역법 일부개정법률안(이용호의원 등 10인),이용호,2021-01-12,0.1672244
PRC_P2I0H1M2Z2W9N1B6L5K8U1Y1D7N5T8,교통사고처리 특례법 일부개정법률안(김병기의원등10인),김병기,2021-01-12,0.17180066
PRC_U2H0R1K1J2P3A1P6C4P1B1O4C4Z7S4,도로교통법 일부개정법률안(정춘숙의원 등 11인),정춘숙,2021-01-12,0.23007227
PRC_V2Y1A0Q1J1M2B1F1I0P8R2K5T4Z0H6,문화재보호법 일부개정법률안(이용의원 등 11인),이용,2021-01-12,0.06891428
PRC_L2B0S1V1O2Q6D1S4P1X7T2Q6M9Z5O5,범죄수익은닉의 규제 및 처벌 등에 관한 법률 일부개정법률안(조응천의원등10인),조응천,2021-01-12,0.10165311
PRC_Z2W1Z0R1O1B2S1K0S0Z8U0V4V8A9X3,감염병의 예방 및 관리에 관한 법률 일부개정법률안(홍석준의원 등 12인),홍석준,2021-01-12,0.09137949
