법안코드,법안명,제안자,접수일자,prediction
PRC_A2M1M0R1G0I4D1E5F5U3Q0D8A8A0U4,아동복지법 일부개정법률안(권칠승의원 등 10인),권칠승,2021-01-04,0.32414383
PRC_F2X0H1A2A2N4A1P9H1S5D1Z1X3L0F5,노인·장애인 등 사회복지시설 급식안전 지원 법률안(최혜영의원등15인),최혜영,2021-01-04,0.051084492
PRC_K2T0X1M2I0X9A1C0Z1T7E5I1Y2Q7O0,교육공무원법 일부개정법률안(김병욱의원등13인),김병욱,2021-01-04,0.064756304
PRC_H2C0J1Z2K3O0C0L9O1B5M3X5B2N8T5,공공보건의료에 관한 법률 일부개정법률안(신현영의원등18인),신현영,2021-01-04,0.15193473
PRC_Q2R0P1C2D3Y0F0F9I1V6E1T7Y4M6W6,지방의료원의 설립 및 운영에 관한 법률 일부개정법률안(신현영의원 등 18인),신현영,2021-01-04,0.10967342
PRC_X2K1R0U1M0W4U1Y3N3U9I5U7X9H5A9,군사시설 인근지역 지원에 관한 특별법안(김선교의원 등 10인),김선교,2021-01-04,0.05704023
PRC_Z2L0B1T2Z3O0O0T9O1U6O5D3R6C4J5,보조금 관리에 관한 법률 일부개정법률안(신현영의원 등 19인),신현영,2021-01-04,0.12549174
PRC_O2P0D1R2E2M4C0T9N5N6T2G1H3H4T0,전자상거래 등에서의 소비자보호에 관한 법률 일부개정법률안(홍성국의원등12인),홍성국,2021-01-04,0.028561246
PRC_D2P1I0I1I0B4V1E1N5S4O3P2E0D2T8,북한이탈주민의 보호 및 정착지원에 관한 법률 일부개정법률안(지성호의원 등 10인),지성호,2021-01-04,0.394892
PRC_J2Z1V0Q1W0G4C1U1K2A8T2H9P8Y5R2,기부금품의 모집 및 사용에 관한 법률 일부개정법률안(한정애의원 등 14인),한정애,2021-01-04,0.22823508
PRC_B2F1X0I1H0L4B1Q1R2W0E5T6K6A8R0,공직선거법 일부개정법률안(고용진의원 등 14인),고용진,2021-01-04,0.27285963
PRC_B2O0G1W1G2U6V1M2J5E4Z3N4C4B2P0,주민등록법 일부개정법률안(이영의원등11인),이영,2021-01-04,0.120540805
PRC_T2J1P0X1I0A4G1W0M0K9O2N2R0L9X5,산업안전보건법 일부개정법률안(임오경의원 등 11인),임오경,2021-01-04,0.15101358
PRC_D2S0B1D2K1F7L1T4L3O7U4A4Z6K1T2,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(김병욱의원등34인),김병욱,2021-01-05,0.1589544
PRC_T2H0W1O2D0I7F1C8P1P0N0Q5R1F5L1,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(김정재의원등10인),김정재,2021-01-05,0.20108895
PRC_Y2K0Y1M2T2F8F1Y1A1Y0Y5P5T8H3C4,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(김병욱의원등34인),김병욱,2021-01-05,0.06174802
PRC_P2M0K1Z1O1W6Z1N3Y4R8L1X0Y7K3P9,동물보호법 일부개정법률안(윤영찬의원 등 10인),윤영찬,2021-01-05,0.10505989
PRC_H2S1H0G1I0A5G1S7P4J4K2T8U4E5E3,기술보증기금법 일부개정법률안(김정재의원 등 10인),김정재,2021-01-05,0.07705889
PRC_L2U1B0E1D0A5I1P7Q3S0I1R4T6P7D3,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(김용판의원 등 16인),김용판,2021-01-05,0.05602748
PRC_H2S0Z1R1H1V1S1A2Q2R3L5A5V5F8I5,원자력안전법 일부개정법률안(윤영찬의원등12인),윤영찬,2021-01-05,0.2520643
PRC_O2S0Q1H2H0L3P1Z6C4N3R0L9I5P1O9,민사집행법 일부개정법률안(조응천의원등10인),조응천,2021-01-05,0.13014778
PRC_S2S0X1S2E2X9L1P7A0W7A5Z8W8D5X4,야생생물 보호 및 관리에 관한 법률 일부개정법률안(양이원영의원 등 12인),양이원영,2021-01-05,0.21571532
PRC_O2H0G1I2X1A7H1B4W4T0R3Y4T8P8A0,아동복지법 일부개정법률안(김병욱의원등33인),김병욱,2021-01-05,0.17243707
PRC_N2P1W0A1Z0T5B1P6F1O7J5X2C5K1G7,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(강훈식의원 등 10인),강훈식,2021-01-05,0.14656796
PRC_E2K0L1F2H1R7P1W4M4J0T0S4S5X6H2,아동복지법 일부개정법률안(김병욱의원등34인),김병욱,2021-01-05,0.07949675
PRC_L2O1C0B1N0C5M1D6P0G9O3N7I3G0X6,전기사업법 일부개정법률안(김태흠의원 등 13인),김태흠,2021-01-05,0.103312664
PRC_S2G1S0J1O0S5N1W6S0H8C1T0R3M8D3,발전소주변지역 지원에 관한 법률 일부개정법률안(김태흠의원 등 14인),김태흠,2021-01-05,0.10772413
PRC_I2K1S0O1T0O4H1O7A0B4S2Q1L6T6T3,입양특례법 일부개정법률안(강훈식의원 등 11인),강훈식,2021-01-05,0.31637722
PRC_V2H0S1S2S2O9M1P0L3W2T4J2X7N1J3,항만법 일부개정법률안(맹성규의원등10인),맹성규,2021-01-05,0.057075653
PRC_O2O0J1I2K1Y5S1F5K3O7N0L3Z1W8E5,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안(김상희의원등11인),김상희,2021-01-05,0.047836613
PRC_Y2B1M0H1M0T4A1A7P0L3U3E7B3Z2A4,특정강력범죄의 처벌에 관한 특례법 일부개정법률안(강훈식의원등10인),강훈식,2021-01-05,0.13783556
PRC_G2W1K0W1K0D5U1Q5E4Q7N2D5T3D1A8,국회의원수당 등에 관한 법률 일부개정법률안(이종배의원 등 10인),이종배,2021-01-05,0.006550687
PRC_H2O0P1M2X2T9K1R0T3T3W5K8P1D2N3,주차장법 일부개정법률안(맹성규의원 등 11인),맹성규,2021-01-05,0.24416883
PRC_T2A1R0R1F0G5S1P5N1H6Y5X3S9T6C1,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(김성원의원 등 10인),김성원,2021-01-05,0.045897953
PRC_G2F1O0C1C0Z4T1R7Z4G5B2C6G4Z6Z5,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(노웅래의원등16인),노웅래,2021-01-05,0.06776448
PRC_V2W1U0M1X0W5L1V1B3I5Y2P7G8I1M1,상법 일부개정법률안(윤재옥의원 등 11인),윤재옥,2021-01-05,0.048235677
PRC_J2H1J0Q1K0Y5P1C1D2I5E3Q4T8H4J0,상법 일부개정법률안(윤재옥의원 등 10인),윤재옥,2021-01-05,0.083700806
PRC_O2V0M1D2S2M2J0T9M0L1A3Y6D6M8O8,소비자생활협동조합법 일부개정법률안(배진교의원 등 11인),배진교,2021-01-05,0.11577753
PRC_O2D0G1P1E1Y7A0A8T2H9W4X7M0Q3C9,사회복지사 등의 처우 및 지위 향상을 위한 법률 일부개정법률안(김회재의원 등 10인),김회재,2021-01-05,0.09519667
PRC_H2L1G0P1E0I5L1Z0A2I8M1N1X0E4U3,소상공인 보호 및 지원에 관한 법률 일부개정법률안(권명호의원 등 10인),권명호,2021-01-05,0.08591124
PRC_W2J1K0A1H0T5W1K0P1H7L3P4X5Y7U1,청소년 보호법 일부개정법률안(최형두의원 등 11인),최형두,2021-01-05,0.09673477
PRC_F2I0N1D2F3A1U0K9Q0C2B1A5B0Q9B9,의료법 일부개정법률안(강선우의원등11인),강선우,2021-01-05,0.33108515
PRC_R2A0C1Y2X2K9Z2B0I0D6C1K5S9G3V9,고등교육법 일부개정법률안(우원식의원등19인),우원식,2021-01-05,0.22629985
PRC_B2Z1K0D1Z0H6Y1F9Z2X8W5P8Q2I3N0,국무위원후보자(환경부장관 한정애) 인사청문요청안(대통령),,2021-01-06,0.2520675
PRC_L2X1J0C1W0P6M1Z9O2F8S0S3C7O5A4,국무위원후보자(법무부장관 박범계) 인사청문요청안(대통령),,2021-01-06,0.2520675
PRC_M2A1M0A1Q0R6N1Q6Y5L5J4P6N5M4T8,지역방송발전위원회 위원 추천의 건(방송통신위원회 위원장),,2021-01-06,0.2520675
PRC_K2S1T0O1I0V6X1B4B1Y2C3R4D5C6C2,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(강선우의원등14인),강선우,2021-01-06,0.045110267
PRC_R2M0N1G2C2T8M1G5M0N8V2V7S3O5B8,선원법 일부개정법률안(윤준병의원등10인),윤준병,2021-01-06,0.09026146
PRC_F2K0G1D2O2N8Q1O5Z0L8J5Z0Z3G9R0,인삼산업법 일부개정법률안(윤준병의원등10인),윤준병,2021-01-06,0.09026146
PRC_U2D0B1L2S2T8E1H5Y0Z9J1F8M2F5J3,할부거래에 관한 법률 일부개정법률안(윤준병의원등10인),윤준병,2021-01-06,0.07169003
PRC_C2R0E1Q2G2I8R1B5R0Z9C5J0A7Q9E1,근로기준법 일부개정법률안(윤준병의원등13인),윤준병,2021-01-06,0.019686898
PRC_M2L1B0P1M0O6X1D7S2I0Q4P4M2L5R6,종합부동산세법 일부개정법률안(태영호의원 등 12인),태영호,2021-01-06,0.3956564
PRC_B2G0R1F2O1H7B1Q4L4L5H1C3W0B3L2,국가지식정보 연계 및 활용 촉진에 관한 법률안(이광재의원등22인),이광재,2021-01-06,0.09476113
PRC_V2P0F1J2W1O0B1I2L0R2T1F2M5P6Y1,상품권 유통질서 확립 및 상품권이용자 보호에 관한 법률안(홍익표의원등15인),홍익표,2021-01-06,0.037780806
PRC_E2B1X0M1L0R4A1T7O4M4D1Q5W2M7R1,도로교통법 일부개정법률안(노웅래의원등10인),노웅래,2021-01-06,0.21270761
PRC_S2K0A1A2U0S7I1Z5M1M7J3K7B2G9L4,고등교육법 일부개정법률안(송재호의원등10인),송재호,2021-01-06,0.121794134
PRC_D2W0E1B2U0E7T1O5A1I8V3K6J1G0Y3,교육기본법 일부개정법률안(송재호의원등10인),송재호,2021-01-06,0.044450965
PRC_F2R0V1Y2L0V7V1W5K1Q9G0F7J0U0G1,사립학교법 일부개정법률안(송재호의원등10인),송재호,2021-01-06,0.07369523
PRC_F2C0V1X2O1L7R1I0S5N5A5X1I8X9L5,상법 일부개정법률안(조정훈의원 등 10인),조정훈,2021-01-06,0.2742555
PRC_D2D1F0W1A0P5T1K1L2B3J3A2L0M3D1,국가경찰과 자치경찰의 조직 및 운영에 관한 법률 일부개정법률안(김민철의원 등 15인),김민철,2021-01-06,0.2460224
PRC_I2X1U0I1R0W6X1U3N3I5R2J4M2W3D9,국립 방송통신 법학전문대학원 설치·운영에 관한 특별법안(정청래의원 등 10인),정청래,2021-01-06,0.13296841
PRC_M2D0U1T2A0V3D1C5H1K8D0X5G3S8W2,변호사시험법 일부개정법률안(정청래의원등10인),정청래,2021-01-06,0.18771361
PRC_B2K1T0T1Q0D5J1Z7C0F9Q2Q2X7U1O6,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(이원욱의원등10인),이원욱,2021-01-06,0.1271581
PRC_W2U1F0I1U0E5Q1C6R2P3F0L9C0X6C5,아동복지법 일부개정법률안(이주환의원 등 11인),이주환,2021-01-06,0.11677633
PRC_I2O1L0C1L0H5F1G6F2C4C1E8Z5V9J3,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(이주환의원 등 11인),이주환,2021-01-06,0.053573538
PRC_M2J1E0Q1G0G6N0F9P2F7C5B6K8E7V5,군용비행장·군사격장 소음 방지 및 피해 보상에 관한 법률 일부개정법률안(성일종의원 등 10인),성일종,2021-01-06,0.0685633
PRC_U2R0I1Q1Z2R6E1X8V1W1S4B4M1Y8B7,민방위기본법 일부개정법률안(안규백의원등12인),안규백,2021-01-07,0.11133973
PRC_H2O1Z0U1E0B7R1Q8L0C9I4I3I2Q9F3,진실ㆍ화해를위한과거사정리위원회 위원(이옥남) 선출안(의장),,2021-01-07,0.9980161
PRC_J2H1P0U1Y0X7D1B8F0Q9V0H5A1A3U5,진실ㆍ화해를위한과거사정리위원회 위원(정진경) 선출안(의장),,2021-01-07,0.9980161
PRC_P2W1W0R1C0I7F1F8R0I8U3K1C4R5P1,진실ㆍ화해를위한과거사정리위원회 위원(차기환) 선출안(의장),,2021-01-07,0.9980161
PRC_I2R1B0C1U0H7C1O8F0P7T5U0Z7P3V5,진실ㆍ화해를위한과거사정리위원회 위원(최광준) 선출안(의장),,2021-01-07,0.9980161
PRC_F2O1D0F1P0H7T1Y8S0T7Z1B5N7V8P6,진실ㆍ화해를위한과거사정리위원회 위원(임승철) 선출안(의장),,2021-01-07,0.9980161
PRC_W2L1Q0B1O0K7Q1R8H0Q6L2L7L2R9R9,진실ㆍ화해를위한과거사정리위원회 위원(이상희) 선출안(의장),,2021-01-07,0.9980161
PRC_Q2A1Q0C1T0Y7M1O8F0D5Q4P6V3Q1Y3,진실ㆍ화해를위한과거사정리위원회 위원(김광동) 선출안(의장),,2021-01-07,0.9980161
PRC_Q2F1E0C1V0U7O1E8S0M5H0L1Y5F6G2,진실ㆍ화해를위한과거사정리위원회 위원(이재승) 선출안(의장),,2021-01-07,0.9980161
PRC_V2R0D1V2H2K1X1I4P3S1U3A7V9Y0H4,건설산업기본법 일부개정법률안(윤관석의원등12인),윤관석,2021-01-07,0.5206346
PRC_G2H0P1F2L1Y0Z1V0Y1I3H5W3S1G6X6,국방과학연구소법 일부개정법률안(안규백의원등10인),안규백,2021-01-07,0.08312458
PRC_C2V0S1Z2N1Q0F1K0W1Y4X1Y7G5U7J7,방위사업법 일부개정법률안(안규백의원등12인),안규백,2021-01-07,0.12334891
PRC_Z2G0S1P1W1T7P1U4O1P8K0M0O1A2R3,공직자의 이해충돌 방지법안(유동수의원 등 10인),유동수,2021-01-07,0.026252016
PRC_A2D0C1L2P0J7X1B8W0U7T4O8M6W4M9,모자보건법 일부개정법률안(김정재의원 등 10인),김정재,2021-01-07,0.15966387
PRC_T2Z0H1E2D2Q4R1T4D4A0Q1U2W6S1E7,학교보건법 일부개정법률안(강득구의원 등 19인),강득구,2021-01-07,0.057720914
PRC_S2A1V0B1S0T7Q1F0R5N5Y4V8R9P8Q9,치매관리법 일부개정법률안(김두관의원 등 10인),김두관,2021-01-07,0.2551965
PRC_W2N1Y0J1I0P7U1E6E0A1C5V5G3J5X3,감염병의 예방 및 관리에 관한 법률 일부개정법률안(유의동의원 등 12인),유의동,2021-01-07,0.42451757
PRC_J2W1D0V1V0B7N1V5M5L7M2J3D2L3C8,국민건강보험법 일부개정법률안(유의동의원 등 12인),유의동,2021-01-07,0.16657399
PRC_L2K0X1Z2N2S2P1F8A2V3C5X6I8M6W4,조약의 체결·비준 절차 등에 관한 법률안(홍익표의원 등 15인),홍익표,2021-01-07,0.38796005
PRC_H2F0K1A2Z2J4K1H4Q3O9W0V6Q1L3U3,평생교육법 일부개정법률안(강득구의원 등 24인),강득구,2021-01-07,0.100420214
PRC_T2O0C1V2D2F4H1Z4B4E0E5L9I5Z3A2,사회적기업 육성법 일부개정법률안(강득구의원등14인),강득구,2021-01-07,0.26302728
ARC_S2N1K0J1P0E7L1H5R2P4L0U7P9U5P2,협동조합 기본법 일부개정법률안(정부),,2021-01-07,0.5694224
PRC_A2H1A0O1P0W7H1Z5D0X1Z5X6N1W1A5,검사징계법 일부개정법률안(송언석의원 등 10인),송언석,2021-01-07,0.097957365
PRC_R2P1W0U1K0C7Z1P4B4T5L4X4R2N8F1,국회법 일부개정법률안(윤재옥의원 등 10인),윤재옥,2021-01-07,0.14808972
PRC_R2W1Q0I1C0R7B1A4P4C3E1Z3V3X8Q4,국가경찰과 자치경찰의 조직 및 운영에 관한 법률 일부개정법률안(윤재옥의원 등 10인),윤재옥,2021-01-07,0.26608813
PRC_T2F1R0A1B0X7W1R4O1V4P3J3N9I0B9,공직선거법 일부개정법률안(이명수의원 등 12인),이명수,2021-01-07,0.029427094
PRC_Q2U1E0M1N0H7A1K3V5M0Z5R7I0N2Q2,북한인권법 일부개정법률안(태영호의원 등 10인),태영호,2021-01-07,0.019410215
PRC_C2Q1Z0I1J0C7Y1Z3V3Y8G1D1M5U2K8,의료법 일부개정법률안(서정숙의원 등 10인),서정숙,2021-01-07,0.056130897
PRC_I2V1C0O1Q0W5I1D8U2R6G2E8G6C2Q1,가사소송법 일부개정법률안(김민석의원등13인),김민석,2021-01-07,0.06759237
PRC_T2H0Z1B2S1P8D1P7U3V7C5A6A0B4W3,화학물질관리법 일부개정법률안(송옥주의원등10인),송옥주,2021-01-07,0.21807724
PRC_P2Q1L0R1W0X5O1K8O1P9T0R0S5F3Z7,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(김민석의원등14인),김민석,2021-01-07,0.14796832
PRC_V2H1I0P1E0Z5S1P8X2J0F0E1M2M9G1,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(김민석의원등13인),김민석,2021-01-07,0.20432276
PRC_U2V1V0Q1V0Y4Q1M5G1W3K0O6K4I6V2,의료법 일부개정법률안(이용호의원등10인),이용호,2021-01-07,0.31167486
PRC_N2G1L0K1O0O7A1A0M1K9I4O1H9X0N9,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(임오경의원 등 10인),임오경,2021-01-07,0.09702007
PRC_W2C1E0G1Q0T4K1J5Q1W1W4T3S2D3D9,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(이용호의원등11인),이용호,2021-01-07,0.024315342
PRC_K2U1M0H1W0H7G0E9F2D7F3X4W7J4V3,수목원·정원의 조성 및 진흥에 관한 법률 일부개정법률안(성일종의원 등 10인),성일종,2021-01-07,0.21461618
PRC_X2Z0A1I2J0N1O1W5Z5P2O5W2L8G5V8,산업재해보상보험법 일부개정법률안(대안)(환경노동위원장),,2021-01-08,0.9964489
PRC_Q2R0J1K2E1B8Z1N0C2S2E1W8A6V3O1,감염병의 예방 및 관리에 관한 법률 일부개정법률안(전용기의원 등 10인),전용기,2021-01-08,0.19597648
PRC_T2S0F1G1D1T0P1F4S0F8U3W0F8L1J9,아동·청소년의 성보호에 관한 법률 일부개정법률안(최혜영의원 등 20인),최혜영,2021-01-08,0.052634098
PRC_X2O1E0A1B0F7H1N6Y2L7I4A0T8W2N1,복권 및 복권기금법 일부개정법률안(강선우의원등15인),강선우,2021-01-08,0.14274333
PRC_G2T1X0T1O0T7M1O6W2B8G2R2U8G8A0,국가재정법 일부개정법률안(강선우의원등14인),강선우,2021-01-08,0.13148408
PRC_J2G0V1M2N1D0V1U7S4L9B1L9G8U7R0,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안(송재호의원등10인),송재호,2021-01-08,0.13140671
PRC_W2Y1R0Q1O0M7Y1I6Z3G0Y3Q9U5B4B3,아동복지법 일부개정법률안(강선우의원 등 15인),강선우,2021-01-08,0.116747335
PRC_Y2J0Q1P1O2A4B1W7Z3T1W0L7K0M5F0,게임산업진흥에 관한 법률 일부개정법률안(유정주의원등10인),유정주,2021-01-08,0.036229137
PRC_G2Q1S0C1T0C8O1R7P1B6X2J1U7S8D9,낙동강수계 물관리 및 주민지원 등에 관한 법률 일부개정법률안(임종성의원 등 10인),임종성,2021-01-08,0.24085517
PRC_E2T1C0K1N0W8V1Z7N1A0U4T2Y3F9S9,영산강·섬진강수계 물관리 및 주민지원 등에 관한 법률 일부개정법률안(임종성의원 등 10인),임종성,2021-01-08,0.21514508
PRC_N2L1G0A1T0K8C1Z7A0B2E2F8Y4W6H3,금강수계 물관리 및 주민지원 등에 관한 법률 일부개정법률안(임종성의원 등 10인),임종성,2021-01-08,0.2161241
PRC_P2P1O0H1E0F8I1A6M5H9V1M4P3A2P5,한강수계 상수원수질개선 및 주민지원 등에 관한 법률 일부개정법률안(임종성의원 등 10인),임종성,2021-01-08,0.22271484
PRC_X2T1H0T1P0X8D1B6B3K1J4T5X9X0J9,취업 후 학자금 상환 특별법 일부개정법률안(구자근의원 등 12인),구자근,2021-01-08,0.093404084
PRC_C2K0D1Y2A3M0O1B0T5C7R5P8M8U1E6,민사집행법 일부개정법률안(임종성의원등11인),임종성,2021-01-08,0.09839829
PRC_S2U1W0R1U0O8O1J6H0Q0I2K8U9Z8V5,식품위생법 일부개정법률안(전용기의원 등 12인),전용기,2021-01-08,0.28320086
PRC_F2I1I0N1C0I8M1Q5E5I8J4E4P5A1C9,공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 일부개정법률안(유경준의원 등 10인),유경준,2021-01-08,0.15411128
PRC_Y2Q1T0X1K0K8S1A5D5T8J0U0N7L6D1,국민기초생활 보장법 일부개정법률안(유경준의원 등 10인),유경준,2021-01-08,0.13414398
PRC_A2T1U0O1W0F8H1W5C4H5H4R8S2C3N9,국회예산정책처법 일부개정법률안(태영호의원 등 11인),태영호,2021-01-08,0.050997734
PRC_W2N1K0E1B0I8P1V5M4X1Y4G8T6L5U4,자동차관리법 일부개정법률안(태영호의원 등 11인),태영호,2021-01-08,0.06500308
ARC_W2S1L0U1O0Q8I1Q5P3C9F1F2E3D0I2,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 일부개정법률안(정부),,2021-01-08,0.29397267
PRC_P2N0G1W2R0M9D1W7E2S7M2A0W9J8E6,환경분쟁 조정법 일부개정법률안(안호영의원등13인),안호영,2021-01-08,0.30974427
ARC_W2G1F0Q1Y0G8B1X5Z2L6A4N1F5S3N2,약사법 일부개정법률안(정부),,2021-01-08,0.37338248
PRC_H2J1P0E1R0Y8S1X5S1B3V2J8V5Y1B0,감염병의 예방 및 관리에 관한 법률 일부개정법률안(이용의원 등 11인),이용,2021-01-08,0.044149633
PRC_K2S1O0Y1J0X8K1S5B0H8G1A1F8M7U2,소비자생활협동조합법 일부개정법률안(유의동의원 등 11인),유의동,2021-01-08,0.034565832
PRC_V2O1W0J1W0T8X1A4M1M2Z3Q4F1Y5J5,국립묘지의 설치 및 운영에 관한 법률 일부개정법률안(성일종의원 등 10인),성일종,2021-01-08,0.063923046
PRC_N2Y1C0M1M0Y8N1B1U3Z9F2E6D2P3M8,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(대안)(법제사법위원장),,2021-01-08,0.99679226
PRC_J2I1O0F1B0O8E1N1D3X6Y4X4R8W5G7,민법 일부개정법률안(대안)(법제사법위원장),,2021-01-08,0.9977604
PRC_A2K1J0U1T0Q8A1P1J2L8T1Q4A7N3Y1,중대재해 처벌 등에 관한 법률안(대안)(법제사법위원장),,2021-01-08,0.9962142
PRC_B2U1N0Z1T0G5L1S8W1Q5S4V2J8W2F0,아동복지법 일부개정법률안(김민석의원등12인),김민석,2021-01-08,0.28363347
PRC_J2O1K0K1X0L8V1T1U2B1Y2E4I8B7L3,빈집 및 소규모주택 정비에 관한 특례법 일부개정법률안(천준호의원 등 18인),천준호,2021-01-08,0.58505136
PRC_G2F1B0C1L0F5J1V8N1Q7D3J7W2J7R0,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(김민석의원등13인),김민석,2021-01-08,0.11623063
PRC_Y2X1K0K1N0D8I1U0C5T7Y3O3U3O3D2,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(백혜련의원 등 10인),백혜련,2021-01-08,0.24420813
PRC_Q2D1X0B1O0U8F1B0L2W1E5C3P9C0G2,공직선거법 일부개정법률안(최춘식의원 등 10인),최춘식,2021-01-08,0.02112887
PRC_Q2Q1M0J1T0X8Z0B9B5J7R1F3X1D8G7,조세특례제한법 일부개정법률안(윤재옥의원 등 10인),윤재옥,2021-01-08,0.1891084
PRC_O2U1C0S1Z0C8E0R9Z0C6U4S7X3U8O5,국회사무총장(이춘석) 임명승인안(의장),,2021-01-08,0.9980161
PRC_A2G1U0R1U0O8F0Y7D4G0P5Q2N8Z1K9,"코로나19로 인한 방역실태, 백신수급 상황 및 접종시기에 대한 긴급현안질문 실시의 건(의장)",,2021-01-08,0.9980161
PRC_G2K1E0H1K0X5L1V1X1O3E1K0X3W7Z0,전통시장 및 상점가 육성을 위한 특별법 일부개정법률안(이동주의원등18인),이동주,2021-01-11,0.13569982
PRC_V2H1J0K1U0M4V1W8A2A4F1Y5A8D3E0,코로나19 감염병 피해 소상공인등 구제에 관한 특별법안(이동주의원등22인),이동주,2021-01-11,0.09108943
PRC_L2O1Q0C1L0F4F1R5O2O6T1N1S9D7A6,소상공인기본법 일부개정법률안(이동주의원등17인),이동주,2021-01-11,0.124025166
PRC_F2O1J0G1D1B1I1K7K5D0A3K3Q6R8G4,입양특례법 일부개정법률안(양경숙의원 등 10인),양경숙,2021-01-11,0.23631367
PRC_W2P1T0Y1F1L1W1J7C4Y9G4R0W3Q1A4,아동복지법 일부개정법률안(양경숙의원 등 10인),양경숙,2021-01-11,0.10277199
PRC_F2A1W0Y1T1H1U1U7J4D1Z4Q8I8Z3O6,사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안(양경숙의원 등 10인),양경숙,2021-01-11,0.18606363
PRC_R2M1D0M1K1O1N1G7X4P1G1M2H2O4F1,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(양경숙의원 등 10인),양경숙,2021-01-11,0.14681588
PRC_G2H0N1I2X0J2A1I7C4Q4Z0Z5C8C7J2,가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(권인숙의원등10인),권인숙,2021-01-11,0.21896471
PRC_R2C1V0M1R0I5E1S1V1O4V2J6B4W2E3,집합건물의 소유 및 관리에 관한 법률 일부개정법률안(이동주의원등13인),이동주,2021-01-11,0.14141834
PRC_B2C1I0Z1X1J1B1T7H3U3U2Y3J7N5J2,공익증진을 위한 시민사회발전 기본법안(진선미의원 등 10인),진선미,2021-01-11,0.03471501
