법안코드,법안명,제안자,접수일자,prediction
PRC_J2W1L0P1D0U6G1L4B2M8Z2A2Q9F1N3,국가균형발전 특별법 일부개정법률안(홍문표의원등13인),홍문표,2021-01-27,0.05134314
PRC_A2Z1M0L1F1R8B0I9V3L4X4J0O3L5S7,감염병의 예방 및 관리에 관한 법률 일부개정법률안(신현영의원등12인),신현영,2021-01-27,0.18534169
PRC_I2D1H0Y1S2U7E1L1T2W9F5F0X6A2H2,방송법 일부개정법률안(허은아의원 등 11인),허은아,2021-01-27,0.039268922
PRC_X2G1X0V1P2S7D1X4F2M3Y1Z1B1Z1C9,장애인복지법 일부개정법률안(김예지의원 등 10인),김예지,2021-01-27,0.029627241
PRC_A2T1Z0O1K2U7M1L1P2O1U1D4D9G0Z7,국민건강보험법 일부개정법률안(송언석의원 등 13인),송언석,2021-01-27,0.118296936
PRC_L2Y1N0Y1G2D5J1T4C4A1N2N1X2E7D6,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법률 일부개정법률안(박완주의원등12인)",박완주,2021-01-27,0.35954958
PRC_W2A1A0Z1W2G7F1A0V5R6I5H5J0O3C6,감염병의 예방 및 관리에 관한 법률 일부개정법률안(정희용의원 등 10인),정희용,2021-01-27,0.21917851
PRC_V2A1K0L1F2S7W1M0U4N2V1X3L4D2O0,소득세법 일부개정법률안(김은혜의원 등 15인),김은혜,2021-01-27,0.21936837
PRC_V2O1D0E1I2B7J1T0Z4T0I3R5Z5G6Q9,도로교통법 일부개정법률안(김은혜의원 등 14인),김은혜,2021-01-27,0.04587546
PRC_P2S1O0F1N2N7F1A0V2Q7L2X0V1I8E3,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안(한무경의원 등 11인),한무경,2021-01-27,0.058582675
PRC_A2D0I0P9T1R0Y0X9G4H2L4E3C8T3L8,형사소송법 일부개정법률안(황운하의원등10인),황운하,2021-01-27,0.059663046
